,PrintImageMatching,ResolutionUnit,ExifOffset,ImageDescription,Make,Model,Software,Orientation,DateTime,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,SceneCaptureType,ExifImageHeight,Contrast,Saturation,Sharpness,FileSource,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ExposureMode,FlashPixVersion,SensitivityType,WhiteBalance,RecommendedExposureIndex,LensSpecification,LensModel,DigitalZoomRatio,FocalLengthIn35mmFilm,Filename,FileExtension
108,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:24:06,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:24:06,2017:06:11 12:24:06,10.08359375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.004,38090,9.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,160,.jpg
109,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 11:43:36,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 11:43:36,2017:06:11 11:43:36,10.52109375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,10.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,161,.jpg
110,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 13:36:26,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 13:36:26,2017:06:11 13:36:26,10.5484375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.002,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,162,.jpg
111,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 15:04:06,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 15:04:06,2017:06:11 15:04:06,9.94296875,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.0125,38090,14.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,163,.jpg
112,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 15:45:16,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 15:45:16,2017:02:21 15:45:16,7.634375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.005,38090,5.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,164,.jpg
113,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 13:08:34,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 13:08:34,2017:06:11 13:08:34,10.5953125,0.0,2.96875,5,0,24,16.0,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.00625,38154,14.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,165,.jpg
114,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 13:34:29,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 13:34:29,2017:06:11 13:34:29,10.77890625,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,166,.jpg
115,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 15:49:50,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 15:49:50,2017:02:21 15:49:50,8.103125,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.005,38090,5.6,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,167,.jpg
116,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:53:34,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:53:34,2017:06:11 12:53:34,9.525,0.0,2.96875,5,0,24,16.0,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.004,38154,7.1,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,170,.jpg
117,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 14:31:27,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 14:31:27,2017:06:11 14:31:27,10.5875,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,9.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,171,.jpg
118,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 11:43:59,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 11:43:59,2017:06:11 11:43:59,9.7359375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.01,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,172,.jpg
119,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 13:35:27,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 13:35:27,2017:06:11 13:35:27,10.071875,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.0125,38090,14.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,173,.jpg
120,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 13:13:28,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 13:13:28,2017:02:21 13:13:28,6.95859375,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.00625,38090,4.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,174,.jpg
121,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 14:42:10,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 14:42:10,2017:06:11 14:42:10,9.24765625,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.0125,38090,9.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,175,.jpg
122,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:32:49,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',4.0,2017:06:11 12:32:49,2017:06:11 12:32:49,10.40390625,0.0,2.96875,5,0,24,16.0,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38154,10.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,176,.jpg
123,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 13:03:17,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 13:03:17,2017:02:21 13:03:17,6.634375,0.0,2.96875,5,0,24,16.0,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.00625,38154,4.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,177,.jpg
124,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 15:33:45,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 15:33:45,2017:02:21 15:33:45,7.79453125,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.005,38090,5.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,178,.jpg
125,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:02:21 13:05:49,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:02:21 13:05:49,2017:02:21 13:05:49,6.5328125,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.00625,38090,4.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,179,.jpg
126,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:23:22,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:23:22,2017:06:11 12:23:22,11.24765625,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,10.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,180,.jpg
127,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 14:31:48,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 14:31:48,2017:06:11 14:31:48,11.0796875,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,181,.jpg
128,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:25:05,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:25:05,2017:06:11 12:25:05,11.0953125,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.003125,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,182,.jpg
129,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:23:34,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:23:34,2017:06:11 12:23:34,11.50546875,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.0015625,38090,11.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,185,.jpg
130,"b'PrintIM\x000300\x00\x00\x03\x00\x02\x00\x01\x00\x00\x00\x03\x00""\x00\x00\x00\x01\x01\x00\x00\x00\x00\t\x11\x00\x00\x10\'\x00\x00\x0b\x0f\x00\x00\x10\'\x00\x00\x97\x05\x00\x00\x10\'\x00\x00\xb0\x08\x00\x00\x10\'\x00\x00\x01\x1c\x00\x00\x10\'\x00\x00^\x02\x00\x00\x10\'\x00\x00\x8b\x00\x00\x00\x10\'\x00\x00\xcb\x03\x00\x00\x10\'\x00\x00\xe5\x1b\x00\x00\x10\'\x00\x00'",2,364,                               ,SONY,ILCE-6000,ILCE-6000 v2.00,1,2017:06:11 12:53:26,2,350.0,350.0,b'0230',b'\x01\x02\x03\x00',3.0,2017:06:11 12:53:26,2017:06:11 12:53:26,9.90390625,0.0,2.9708536585365852,5,0,24,16.0,b'ASCII\x00\x00\x00',1,6000,0,4000,0,0,0,b'\x03',0.008,38090,14.0,b'\x01',2,0,100,0,b'0100',2,0,100,"(16.0, 16.0, 2.8, 2.8)",E 16mm F2.8,1.0,24,186,.jpg
