,V00001.png,V00002.png,V00003.png,V00004.png,V00005.png,V00006.png,V00007.png,V00008.png,V00009.png,V00010.png,V00011.png,V00012.png,V00013.png,V00014.png,V00015.png,V00016.png,V00017.png,V00018.png,V00019.png,V00020.png,V00021.png,V00022.png,V00023.png,V00024.png,V00025.png,V00026.png,V00027.png,V00028.png,V00029.png,V00030.png
V00001.png,0.0,76.92214537037037,84.33508935185185,91.36776018518519,93.2911412037037,92.96174212962963,93.53354305555555,95.49474722222222,91.77257129629629,90.26484259259259,94.14713194444444,93.5966787037037,82.67606527777778,83.07166944444444,86.3121375,85.87583842592592,90.41185138888889,90.61766851851851,103.33407175925926,104.17531805555555,102.34030555555556,101.87221944444444,101.68483564814815,101.3744199074074,102.98314444444445,101.5648787037037,98.70016342592592,101.86927175925926,97.42789120370371,96.97852037037038
V00002.png,76.92214537037037,0.0,80.7513199074074,90.22406203703704,92.74411990740741,92.2897050925926,93.55229861111111,95.16525462962963,90.17035925925926,91.9122,92.6063625,93.73190092592593,82.54371805555556,83.46742592592592,82.76386064814815,85.04522916666667,88.05879768518518,90.07993518518518,103.4262625,103.14488657407408,102.20403888888889,101.61094166666666,101.42267731481482,100.8480300925926,102.97063888888889,99.73356111111111,99.67052361111111,102.0441337962963,98.40708564814815,98.1374824074074
V00003.png,84.33508935185185,80.7513199074074,0.0,90.27038935185185,90.51930925925926,91.80433796296296,93.01694537037037,94.9773800925926,91.76389768518519,92.68434212962963,93.8229861111111,94.2374375,85.38996203703704,86.5033699074074,86.84164907407407,88.7201925925926,87.39542129629629,87.9589837962963,104.86750185185186,105.31732314814815,102.76604027777778,102.8762800925926,102.44989444444444,102.16399166666666,102.67210509259259,100.63243935185186,99.40124166666666,103.0126425925926,98.20310833333333,100.05783657407407
V00004.png,91.36776018518519,90.22406203703704,90.27038935185185,0.0,78.93342361111111,84.11350694444444,86.18537824074075,86.72586851851852,85.97033611111111,86.62552222222222,83.78929675925926,83.87080092592592,90.23931527777778,89.42675648148148,88.23721435185185,90.66112546296296,87.21574398148148,85.43390648148149,104.7739375,105.95160324074074,104.76578518518518,102.44172777777777,102.14179583333333,102.37375787037037,103.49769537037037,101.91191296296296,102.63262268518518,104.2755050925926,102.17119953703704,103.22269907407407
V00005.png,93.2911412037037,92.74411990740741,90.51930925925926,78.93342361111111,0.0,78.30249166666667,83.79067962962964,86.89327916666667,89.36522175925926,87.71733009259259,86.84553611111112,85.03872731481482,91.8642212962963,91.52138194444444,91.25130833333333,93.55838240740741,87.12315462962962,87.5773763888889,106.0607,107.43182222222222,105.61707638888889,104.38430138888889,104.108625,104.03750277777777,103.81997083333333,103.40410324074074,103.23998981481482,104.40261018518518,103.77286203703704,103.0367699074074
V00006.png,92.96174212962963,92.2897050925926,91.80433796296296,84.11350694444444,78.30249166666667,0.0,80.16265462962963,83.77947916666666,90.85631805555556,88.27845879629629,88.76255925925926,86.85358564814815,92.02802685185185,90.91514583333333,90.94045462962963,92.6818287037037,87.79150740740741,90.38832175925926,106.54423796296297,106.89079074074074,106.4155162037037,104.49346805555555,104.24594166666667,104.82212962962963,103.95845601851852,103.84640138888889,104.06664722222222,104.20153981481481,104.71123055555556,104.30930972222222
V00007.png,93.53354305555555,93.55229861111111,93.01694537037037,86.18537824074075,83.79067962962964,80.16265462962963,0.0,78.37560324074074,91.86541712962963,88.82461527777778,87.5497,85.20357083333333,95.2993537037037,93.96259490740741,92.61496851851852,93.44920555555555,89.5168925925926,90.36420601851852,105.57990648148149,105.74987685185185,105.42021064814814,103.03347824074073,102.85236574074074,103.11451574074074,105.62969305555555,104.46451342592593,105.42703611111111,103.5925287037037,105.04349907407408,104.99685138888889
V00008.png,95.49474722222222,95.16525462962963,94.9773800925926,86.72586851851852,86.89327916666667,83.77947916666666,78.37560324074074,0.0,92.88813888888889,86.7879574074074,88.8075375,84.70359444444445,97.18299768518519,94.7496037037037,93.84424675925926,94.71671898148148,91.46489398148148,91.83536018518518,106.45590787037037,106.28615972222222,106.37515,104.55201574074074,104.6859412037037,104.80716342592592,106.0239324074074,105.07882962962962,105.09968657407407,104.50809490740741,105.63736342592593,105.31681018518519
V00009.png,91.77257129629629,90.17035925925926,91.76389768518519,85.97033611111111,89.36522175925926,90.85631805555556,91.86541712962963,92.88813888888889,0.0,87.41507685185185,85.21008009259259,88.29035,86.25605694444444,89.24486666666667,91.41358194444445,89.52107268518519,87.9713800925926,89.73208425925925,103.6062449074074,104.87478842592593,103.24005370370371,101.18769537037036,102.13403935185185,101.68759861111111,102.07972407407408,101.29569814814815,101.4973412037037,100.96467546296296,102.80157824074074,103.34884259259259
V00010.png,90.26484259259259,91.9122,92.68434212962963,86.62552222222222,87.71733009259259,88.27845879629629,88.82461527777778,86.7879574074074,87.41507685185185,0.0,90.29006712962963,89.79633611111112,92.1969087962963,91.00441111111111,92.67827638888889,91.3900662037037,90.31953009259259,89.2537962962963,104.00474490740741,105.99230694444445,103.7647712962963,104.04757407407408,104.86601157407408,105.12351990740741,103.04786111111112,103.54029722222222,103.19540138888888,105.57814953703704,104.93080324074074,104.42480462962963
V00011.png,94.14713194444444,92.6063625,93.8229861111111,83.78929675925926,86.84553611111112,88.76255925925926,87.5497,88.8075375,85.21008009259259,90.29006712962963,0.0,81.44658657407408,91.74069814814816,87.66206157407407,92.34046851851852,92.88825462962963,88.05766111111112,89.94818657407407,105.02993333333333,105.61822037037037,105.14658194444445,101.19760601851851,101.75927777777778,101.73568703703704,102.84321805555555,102.02272083333334,103.403225,101.56054351851851,103.93971574074074,104.10998657407407
V00012.png,93.5966787037037,93.73190092592593,94.2374375,83.87080092592592,85.03872731481482,86.85358564814815,85.20357083333333,84.70359444444445,88.29035,89.79633611111112,81.44658657407408,0.0,93.24521898148149,91.25821666666667,90.12370972222222,92.61548194444444,89.6733125,89.17604166666666,105.4459699074074,106.00894861111111,105.4746675925926,101.6333925925926,101.7610699074074,101.47252731481481,103.7685462962963,103.18166296296296,104.06352453703704,102.0632162037037,104.60501712962963,104.9642925925926
V00013.png,82.67606527777778,82.54371805555556,85.38996203703704,90.23931527777778,91.8642212962963,92.02802685185185,95.2993537037037,97.18299768518519,86.25605694444444,92.1969087962963,91.74069814814816,93.24521898148149,0.0,81.30097361111112,83.25792962962963,86.27282222222222,88.99018796296296,89.7779375,102.53385092592593,102.3678712962963,101.14011527777778,99.30140231481481,99.50640925925926,98.69842314814815,100.11867175925926,97.34523194444445,99.2140712962963,100.56961296296296,97.26553518518519,97.73055324074075
V00014.png,83.07166944444444,83.46742592592592,86.5033699074074,89.42675648148148,91.52138194444444,90.91514583333333,93.96259490740741,94.7496037037037,89.24486666666667,91.00441111111111,87.66206157407407,91.25821666666667,81.30097361111112,0.0,80.85885046296296,87.11421898148149,86.88217824074074,88.79561111111111,103.76569953703704,103.12199583333333,102.50162407407407,99.72514444444444,99.66246712962963,99.35701620370371,99.90192685185185,97.60412962962963,99.19921435185185,101.04533194444444,99.12205601851852,98.59922592592592
V00015.png,86.3121375,82.76386064814815,86.84164907407407,88.23721435185185,91.25130833333333,90.94045462962963,92.61496851851852,93.84424675925926,91.41358194444445,92.67827638888889,92.34046851851852,90.12370972222222,83.25792962962963,80.85885046296296,0.0,84.78956018518518,87.14804351851852,86.96204212962962,102.89733148148149,102.84889166666666,102.50965324074075,100.4268837962963,101.29518611111111,99.85083148148148,100.51905972222222,98.24050324074074,98.9496925925926,101.39039166666667,98.06588796296296,97.70653935185184
V00016.png,85.87583842592592,85.04522916666667,88.7201925925926,90.66112546296296,93.55838240740741,92.6818287037037,93.44920555555555,94.71671898148148,89.52107268518519,91.3900662037037,92.88825462962963,92.61548194444444,86.27282222222222,87.11421898148149,84.78956018518518,0.0,90.27647592592592,90.01410787037037,103.60667962962962,105.42493981481482,103.10468009259259,101.39251435185186,102.00530555555555,101.5114787037037,100.84568564814815,100.74542916666667,100.05930555555555,103.10929537037038,99.57871666666666,98.53189398148149
